Date,USD (Average),EURO (Average),GBP (Average)
2018-08-31,1204.65,1033.65,927.395
2018-08-30,1199.8249999999998,1027.645,922.425
2018-08-29,1204.25,1030.96,931.49
2018-08-28,1212.5,1035.475,939.0799999999999
2018-08-24,1193.825,1030.145,929.745
2018-08-23,1189.8249999999998,1028.425,925.145
2018-08-22,1196.75,1032.1950000000002,927.365
2018-08-21,1192.525,1034.875,928.4449999999999
2018-08-20,1186.55,1039.3600000000001,930.435
2018-08-17,1177.5500000000002,1032.65,925.61
2018-08-16,1180.025,1036.5349999999999,927.495
2018-08-15,1184.35,1046.73,932.965
2018-08-14,1196.15,1050.395,936.345
2018-08-13,1202.375,1054.37,942.06
2018-08-10,1213.025,1059.52,950.405
2018-08-09,1214.925,1047.875,943.3900000000001
2018-08-08,1210.9499999999998,1044.4450000000002,939.5150000000001
2018-08-07,1213.875,1046.9099999999999,936.81
2018-08-06,1210.825,1047.85,935.06
2018-08-03,1212.0,1046.685,931.965
2018-08-02,1216.525,1047.06,931.125
2018-08-01,1220.875,1045.005,930.7950000000001
2018-07-31,1220.075,1041.58,928.415
2018-07-30,1222.925,1045.6599999999999,931.44
2018-07-27,1221.5500000000002,1049.185,932.22
2018-07-26,1228.3,1050.315,932.895
2018-07-25,1231.025,1052.28,935.575
2018-07-24,1226.3249999999998,1048.4450000000002,934.27
2018-07-23,1227.2,1048.7649999999999,935.615
2018-07-20,1226.8,1049.955,939.295
2018-07-19,1217.475,1049.1599999999999,936.91
2018-07-18,1223.975,1052.315,938.4200000000001
2018-07-17,1238.225,1057.125,937.51
2018-07-16,1243.0,1061.275,936.915
2018-07-13,1241.1,1066.355,943.735
2018-07-12,1245.375,1066.73,942.125
2018-07-11,1250.7,1066.975,943.405
2018-07-10,1253.85,1070.29,946.03
2018-07-09,1262.3249999999998,1072.7849999999999,947.625
2018-07-06,1254.775,1069.385,946.73
2018-07-05,1254.0,1072.3600000000001,948.3399999999999
2018-07-04,1256.275,1079.0749999999998,950.81
2018-07-03,1248.8,1071.405,947.5250000000001
2018-07-02,1248.4,1073.745,950.2850000000001
2018-06-29,1250.5,1073.995,950.44
2018-06-28,1251.025,1081.51,955.66
2018-06-27,1255.6999999999998,1080.655,952.385
2018-06-26,1258.725,1078.98,950.4649999999999
2018-06-25,1269.25,1088.065,957.27
2018-06-22,1269.4250000000002,1088.7849999999999,955.05
2018-06-21,1264.9250000000002,1094.5349999999999,959.5050000000001
2018-06-20,1273.725,1100.245,966.44
2018-06-19,1277.575,1106.505,970.19
2018-06-18,1281.4,1103.995,967.33
2018-06-15,1292.675,1113.9,973.835
2018-06-14,1304.025,1110.955,974.49
2018-06-13,1295.275,1101.63,971.2650000000001
2018-06-12,1298.475,1101.17,970.285
2018-06-11,1297.8249999999998,1100.23,970.125
2018-06-08,1298.725,1104.045,969.56
2018-06-07,1297.775,1097.915,966.39
2018-06-06,1297.675,1102.37,966.115
2018-06-05,1292.15,1106.4650000000001,967.175
2018-06-04,1295.0500000000002,1104.615,967.925
2018-06-01,1296.875,1110.315,974.215
2018-05-31,1304.425,1116.13,979.8199999999999
2018-05-30,1299.65,1119.5149999999999,978.765
2018-05-29,1298.775,1124.615,979.9300000000001
2018-05-25,1303.725,1115.9850000000001,977.47
2018-05-24,1300.6,1108.7,971.1600000000001
2018-05-23,1291.5,1101.65,966.49
2018-05-22,1293.475,1096.155,961.375
2018-05-21,1287.1,1095.385,959.335
2018-05-18,1287.75,1093.685,955.705
2018-05-17,1289.175,1091.935,953.99
2018-05-16,1291.5,1094.1599999999999,957.6500000000001
2018-05-15,1302.525,1096.25,963.785
2018-05-14,1320.275,1101.57,971.5899999999999
2018-05-11,1324.5749999999998,1108.605,977.14
2018-05-10,1316.8,1106.77,973.0550000000001
2018-05-09,1310.35,1104.165,966.25
2018-05-08,1308.3249999999998,1102.455,968.945
2018-05-04,1309.375,1095.945,967.6949999999999
2018-05-03,1314.175,1096.615,967.1
2018-05-02,1307.475,1090.825,959.5550000000001
2018-05-01,1308.15,1087.79,957.37
2018-04-30,1314.725,1087.475,956.855
2018-04-27,1319.6,1092.3,956.71
2018-04-26,1321.3000000000002,1086.305,947.24
2018-04-25,1323.6750000000002,1084.88,948.615
2018-04-24,1328.1,1087.315,951.6500000000001
2018-04-23,1326.15,1084.6550000000002,950.185
2018-04-20,1338.45,1089.43,953.845
2018-04-19,1348.25,1090.33,949.3050000000001
2018-04-18,1349.0,1089.92,949.625
2018-04-17,1342.525,1085.77,937.55
2018-04-16,1346.875,1088.475,941.395
2018-04-13,1342.225,1088.6799999999998,940.5
2018-04-12,1343.625,1090.15,947.595
2018-04-11,1347.975,1089.77,949.645
2018-04-10,1337.45,1083.135,943.3050000000001
2018-04-09,1330.225,1081.67,941.8
2018-04-06,1328.4,1084.04,946.0150000000001
2018-04-05,1327.375,1082.21,945.295
2018-04-04,1340.225,1089.94,952.635
2018-04-03,1335.025,1086.775,949.735
2018-03-29,1323.875,1075.185,941.74
2018-03-28,1336.75,1081.025,945.675
2018-03-27,1346.0500000000002,1084.915,951.525
2018-03-26,1350.4,1087.0700000000002,950.5450000000001
2018-03-23,1344.475,1090.035,951.885
2018-03-22,1329.0,1079.2849999999999,941.13
2018-03-21,1318.85,1073.6750000000002,937.3050000000001
2018-03-20,1311.875,1066.885,935.565
2018-03-19,1312.0500000000002,1065.775,934.77
2018-03-16,1315.0749999999998,1069.74,944.085
2018-03-15,1321.05,1069.52,946.27
2018-03-14,1324.25,1070.85,948.69
2018-03-13,1320.725,1069.06,947.8800000000001
2018-03-12,1318.2,1070.38,950.025
2018-03-09,1319.975,1072.48,954.01
2018-03-08,1323.2,1070.0700000000002,954.225
2018-03-07,1330.95,1071.48,958.75
2018-03-06,1328.1750000000002,1073.885,957.61
2018-03-05,1323.35,1073.37,957.045
2018-03-02,1319.525,1071.9099999999999,957.45
2018-03-01,1309.5,1075.425,952.9849999999999
2018-02-28,1319.0749999999998,1079.925,952.7
2018-02-27,1329.25,1080.875,954.395
2018-02-26,1336.275,1084.52,953.96
2018-02-23,1328.4250000000002,1079.145,950.2850000000001
2018-02-22,1325.925,1076.91,952.875
2018-02-21,1329.55,1078.93,953.485
2018-02-20,1338.625,1084.62,957.115
2018-02-19,1347.0,1086.76,962.5
2018-02-16,1355.35,1086.845,964.06
2018-02-15,1353.075,1083.275,960.885
2018-02-14,1333.5,1080.8,962.19
2018-02-13,1327.375,1074.58,954.25
2018-02-12,1322.0,1077.76,955.675
2018-02-09,1315.0749999999998,1072.505,948.56
2018-02-08,1313.25,1071.35,940.935
2018-02-07,1326.575,1074.655,953.28
2018-02-06,1338.025,1081.575,961.085
2018-02-05,1335.35,1073.75,950.1600000000001
2018-02-02,1338.075,1074.395,944.135
2018-02-01,1341.225,1078.28,943.215
2018-01-31,1344.1999999999998,1079.125,949.745
2018-01-30,1345.3000000000002,1082.365,953.145
2018-01-29,1346.125,1086.585,954.87
2018-01-26,1353.75,1087.605,951.345
2018-01-25,1357.6,1090.0900000000001,951.0699999999999
2018-01-24,1352.1,1093.105,955.115
2018-01-23,1335.25,1088.7649999999999,956.105
2018-01-22,1333.375,1088.235,957.9649999999999
2018-01-19,1335.375,1088.73,961.135
2018-01-18,1330.975,1087.67,960.36
2018-01-17,1336.5,1092.72,968.7650000000001
2018-01-16,1334.4,1091.74,969.98
2018-01-15,1341.125,1092.6100000000001,971.31
2018-01-12,1329.85,1096.335,974.52
2018-01-11,1321.4499999999998,1101.29,977.6700000000001
2018-01-10,1320.7,1102.125,976.79
2018-01-09,1312.975,1100.995,971.14
2018-01-08,1319.375,1101.15,974.095
2018-01-05,1317.525,1094.665,972.7950000000001
2018-01-04,1314.1,1089.125,970.065
2018-01-03,1314.75,1093.94,970.2850000000001
2018-01-02,1312.425,1088.7849999999999,968.5699999999999
2017-12-28,1291.3,1081.595,960.145
2017-12-27,1282.4,1078.0549999999998,956.3499999999999
2017-12-21,1265.1999999999998,1065.365,946.56
2017-12-20,1265.25,1067.305,943.94
2017-12-19,1261.725,1068.62,944.2149999999999
2017-12-18,1259.625,1067.595,941.6949999999999
2017-12-15,1255.925,1065.5900000000001,939.37
2017-12-14,1253.3,1061.23,934.335
2017-12-13,1242.125,1057.17,929.6700000000001
2017-12-12,1242.15,1056.57,932.05
2017-12-11,1249.275,1059.26,934.77
2017-12-08,1248.25,1062.445,928.2
2017-12-07,1255.9,1065.255,936.21
2017-12-06,1266.125,1072.215,946.81
2017-12-05,1271.1,1072.93,946.5899999999999
2017-12-04,1276.275,1077.555,947.385
2017-12-01,1276.375,1073.94,946.94
2017-11-30,1281.1750000000002,1079.52,950.76
2017-11-29,1289.35,1088.7849999999999,961.6
2017-11-28,1292.875,1088.28,973.4649999999999
2017-11-27,1294.8000000000002,1084.915,969.5450000000001
2017-11-24,1289.825,1084.485,967.235
2017-11-23,1290.25,1089.29,969.9449999999999
2017-11-22,1285.45,1092.76,969.355
2017-11-21,1281.65,1092.03,967.645
2017-11-20,1289.275,1095.3000000000002,972.6300000000001
2017-11-17,1284.1,1088.405,971.295
2017-11-16,1278.85,1086.06,969.24
2017-11-15,1283.95,1085.5149999999999,975.4200000000001
2017-11-14,1274.15,1085.5749999999998,972.495
2017-11-13,1278.1750000000002,1096.8000000000002,976.97
2017-11-10,1284.375,1101.48,974.2
2017-11-09,1284.4,1105.48,980.64
2017-11-08,1283.125,1106.31,978.835
2017-11-07,1275.975,1102.57,971.4649999999999
2017-11-06,1271.25,1096.3249999999998,969.77
2017-11-03,1271.25,1093.205,973.2049999999999
2017-11-02,1277.8000000000002,1096.355,970.56
2017-11-01,1278.15,1098.57,961.74
2017-10-31,1272.275,1093.645,961.6500000000001
2017-10-30,1272.375,1094.495,966.115
2017-10-27,1267.125,1091.88,968.21
2017-10-26,1275.875,1084.615,967.05
2017-10-25,1274.0,1081.435,964.035
2017-10-24,1277.375,1086.4699999999998,970.4200000000001
2017-10-23,1275.075,1085.3449999999998,967.0799999999999
2017-10-20,1280.725,1085.865,973.735
2017-10-19,1284.9,1086.7,975.495
2017-10-18,1280.4250000000002,1089.51,972.8050000000001
2017-10-17,1287.225,1095.75,974.425
2017-10-16,1304.225,1105.595,981.165
2017-10-13,1296.75,1094.58,974.31
2017-10-12,1292.35,1091.3899999999999,979.855
2017-10-11,1289.725,1089.755,977.485
2017-10-10,1290.5,1094.34,978.325
2017-10-09,1280.45,1091.01,974.23
2017-10-06,1265.0,1081.26,969.18
2017-10-05,1276.45,1086.895,969.78
2017-10-04,1274.9,1084.62,960.765
2017-10-03,1270.975,1081.6,959.145
2017-10-02,1273.4,1084.6799999999998,958.36
2017-09-29,1285.025,1089.125,961.585
2017-09-28,1283.8249999999998,1089.71,958.375
2017-09-27,1286.925,1096.8400000000001,961.01
2017-09-26,1303.475,1104.2350000000001,968.675
2017-09-25,1294.4,1088.915,957.2049999999999
2017-09-22,1295.9,1081.82,957.4749999999999
2017-09-21,1294.725,1086.405,958.355
2017-09-20,1313.1,1093.75,968.94
2017-09-19,1309.025,1092.0549999999998,969.4
2017-09-18,1313.25,1098.665,968.785
2017-09-15,1323.925,1107.2649999999999,975.6
2017-09-14,1323.775,1113.0949999999998,997.0
2017-09-13,1329.9,1112.325,1003.01
2017-09-12,1326.375,1109.98,1000.4849999999999
2017-09-11,1336.475,1113.6799999999998,1013.05
2017-09-08,1348.575,1119.855,1023.505
2017-09-07,1341.975,1119.205,1026.6799999999998
2017-09-06,1339.0,1121.9499999999998,1026.145
2017-09-05,1333.35,1121.48,1028.875
2017-09-04,1333.85,1120.1,1030.0
2017-09-01,1319.4,1111.065,1019.96
2017-08-31,1308.775,1102.58,1016.395
2017-08-30,1309.55,1097.27,1013.855
2017-08-29,1321.025,1096.975,1019.63
2017-08-25,1286.175,1088.04,1002.4449999999999
2017-08-24,1287.45,1091.24,1004.47
2017-08-23,1286.5500000000002,1090.865,1004.99
2017-08-22,1284.65,1092.3400000000001,1001.13
2017-08-21,1290.25,1096.06,1001.105
2017-08-18,1295.525,1102.625,1005.135
2017-08-17,1285.525,1095.9099999999999,997.44
2017-08-16,1271.45,1084.925,987.4100000000001
2017-08-15,1272.4499999999998,1084.695,987.415
2017-08-14,1281.6999999999998,1086.565,987.995
2017-08-11,1287.1999999999998,1093.0900000000001,992.625
2017-08-10,1281.65,1092.7350000000001,986.4200000000001
2017-08-09,1269.5,1082.445,977.0699999999999
2017-08-08,1261.625,1068.22,969.1800000000001
2017-08-07,1257.775,1066.3400000000001,964.4649999999999
2017-08-04,1263.5,1067.8899999999999,964.3499999999999
2017-08-03,1264.9499999999998,1067.43,959.67
2017-08-02,1268.125,1071.06,958.26
2017-08-01,1269.0,1073.76,959.3
2017-07-31,1266.9499999999998,1078.81,965.54
2017-07-28,1262.25,1076.76,964.0450000000001
2017-07-27,1261.5749999999998,1077.005,960.5
2017-07-26,1246.75,1072.08,957.005
2017-07-25,1253.2,1073.615,960.575
2017-07-24,1255.6999999999998,1078.265,963.125
2017-07-21,1247.9,1071.6350000000002,960.325
2017-07-20,1237.625,1072.96,954.335
2017-07-19,1241.0,1076.51,952.655
2017-07-18,1238.925,1071.54,950.625
2017-07-17,1231.975,1074.96,942.4000000000001
2017-07-14,1224.625,1070.8000000000002,941.045
2017-07-13,1220.15,1070.195,943.4200000000001
2017-07-12,1219.1,1066.4650000000001,947.61
2017-07-11,1211.475,1062.645,940.2850000000001
2017-07-10,1209.725,1061.895,940.38
2017-07-07,1218.025,1068.025,944.09
2017-07-06,1224.6,1076.12,946.5550000000001
2017-07-05,1221.1,1077.805,945.375
2017-07-04,1224.0,1078.65,946.825
2017-07-03,1232.225,1083.4299999999998,950.965
2017-06-30,1242.75,1089.025,957.355
2017-06-29,1245.05,1091.535,958.75
2017-06-28,1249.8,1100.075,969.855
2017-06-27,1249.975,1109.17,979.415
2017-06-26,1243.05,1110.23,976.605
2017-06-23,1256.0,1123.745,987.405
2017-06-22,1251.1,1120.4850000000001,988.31
2017-06-21,1244.775,1117.185,984.625
2017-06-20,1244.35,1116.3049999999998,983.215
2017-06-19,1249.625,1117.2849999999999,977.64
2017-06-16,1256.0,1123.5549999999998,983.5699999999999
2017-06-15,1257.4,1126.69,988.32
2017-06-14,1271.875,1131.2,996.7650000000001
2017-06-13,1261.65,1125.645,992.095
2017-06-12,1267.825,1130.645,999.11
2017-06-09,1270.4,1136.12,998.095
2017-06-08,1278.9499999999998,1139.345,988.94
2017-06-07,1291.85,1146.32,998.925
2017-06-06,1290.675,1146.375,1000.3399999999999
2017-06-05,1280.325,1137.315,991.035
2017-06-02,1267.95,1127.315,985.7049999999999
2017-06-01,1265.5,1127.115,982.785
2017-05-31,1265.0,1128.31,986.005
2017-05-30,1262.75,1129.9099999999999,981.725
2017-05-26,1265.025,1130.36,986.025
2017-05-25,1257.025,1120.195,970.05
2017-05-24,1251.9499999999998,1119.49,965.19
2017-05-23,1260.0500000000002,1120.94,970.05
2017-05-22,1257.05,1120.525,966.9849999999999
2017-05-19,1251.925,1120.345,961.73
2017-05-18,1258.625,1132.13,966.31
2017-05-17,1251.0,1125.95,966.145
2017-05-16,1234.125,1116.5149999999999,957.99
2017-05-15,1232.4,1123.8899999999999,953.815
2017-05-12,1229.575,1128.505,955.1949999999999
2017-05-11,1222.075,1124.185,947.9649999999999
2017-05-10,1222.95,1124.99,945.095
2017-05-09,1222.775,1122.205,946.245
2017-05-08,1229.75,1123.62,949.55
2017-05-05,1233.725,1124.1100000000001,953.055
2017-05-04,1232.15,1127.1100000000001,954.855
2017-05-03,1252.125,1147.635,969.5799999999999
2017-05-02,1255.625,1150.595,973.235
2017-04-28,1266.0,1158.3249999999998,979.065
2017-04-27,1263.55,1161.9,980.2
2017-04-26,1263.4,1159.6750000000002,985.39
2017-04-25,1269.15,1164.445,990.19
2017-04-24,1270.6,1168.825,992.145
2017-04-21,1281.675,1197.9850000000001,1001.755
2017-04-20,1281.0,1189.47,998.73
2017-04-19,1280.55,1195.52,998.7
2017-04-18,1281.975,1201.2150000000001,1014.64
2017-04-13,1285.125,1208.98,1025.595
2017-04-12,1273.3,1200.0900000000001,1018.955
2017-04-11,1254.3000000000002,1182.1799999999998,1009.2750000000001
2017-04-10,1251.8249999999998,1182.035,1008.785
2017-04-07,1265.375,1190.21,1019.765
2017-04-06,1253.125,1175.245,1004.38
2017-04-05,1249.15,1170.955,1000.76
2017-04-04,1258.15,1181.085,1010.7950000000001
2017-04-03,1246.75,1169.075,997.4
2017-03-31,1243.275,1163.455,997.54
2017-03-30,1249.85,1164.3,1001.9449999999999
2017-03-29,1252.0,1162.23,1006.7950000000001
2017-03-28,1255.45,1155.705,998.9
2017-03-27,1257.225,1156.71,999.5550000000001
2017-03-24,1245.75,1153.065,997.9100000000001
2017-03-23,1247.7,1157.18,997.165
2017-03-22,1247.5749999999998,1154.69,1001.4300000000001
2017-03-21,1236.8249999999998,1144.8649999999998,993.0450000000001
2017-03-20,1232.7,1146.35,994.54
2017-03-17,1229.175,1142.4,993.05
2017-03-16,1227.475,1143.9450000000002,996.5799999999999
2017-03-15,1200.525,1130.0549999999998,984.5550000000001
2017-03-14,1204.0749999999998,1131.65,992.1600000000001
2017-03-13,1206.0,1130.565,987.415
2017-03-10,1199.6,1129.12,986.25
2017-03-09,1205.5749999999998,1139.995,991.105
2017-03-08,1211.25,1147.42,995.77
2017-03-07,1220.1750000000002,1154.71,1001.275
2017-03-06,1231.0500000000002,1161.99,1004.415
2017-03-03,1227.625,1164.835,1003.4649999999999
2017-03-02,1240.6999999999998,1179.595,1011.2349999999999
2017-03-01,1243.225,1179.76,1007.75
2017-02-28,1253.75,1182.475,1008.2
2017-02-27,1256.725,1186.725,1011.665
2017-02-24,1254.5,1185.38,1001.3399999999999
2017-02-23,1242.625,1176.2600000000002,995.335
2017-02-22,1237.075,1177.4450000000002,993.31
2017-02-21,1230.95,1168.2350000000001,990.24
2017-02-20,1236.3249999999998,1164.065,991.655
2017-02-17,1241.6750000000002,1165.935,1000.1700000000001
2017-02-16,1238.65,1163.525,990.365
2017-02-15,1224.775,1160.5349999999999,985.64
2017-02-14,1230.2,1158.79,987.2349999999999
2017-02-13,1225.825,1154.295,980.165
2017-02-10,1227.025,1153.715,983.155
2017-02-09,1239.275,1160.5149999999999,987.575
2017-02-08,1238.85,1160.795,990.955
2017-02-07,1231.0,1153.94,994.585
2017-02-06,1224.3,1141.295,981.955
2017-02-03,1214.125,1128.5900000000001,972.515
2017-02-02,1223.0,1130.725,969.71
2017-02-01,1206.825,1121.255,955.9300000000001
2017-01-31,1205.8,1121.185,965.94
2017-01-30,1191.3249999999998,1115.68,951.395
2017-01-27,1184.525,1107.77,943.535
2017-01-26,1190.625,1112.4,945.415
2017-01-25,1199.25,1116.7399999999998,953.405
2017-01-24,1215.05,1130.0549999999998,973.135
2017-01-23,1213.3,1130.37,973.67
2017-01-20,1199.8249999999998,1126.635,975.28
2017-01-19,1199.6999999999998,1129.2649999999999,974.635
2017-01-18,1213.625,1135.895,985.825
2017-01-17,1216.775,1138.355,992.53
2017-01-16,1202.875,1135.095,997.185
2017-01-13,1193.35,1122.875,980.2049999999999
2017-01-12,1205.85,1132.5949999999998,982.53
2017-01-11,1183.05,1126.9050000000002,976.6600000000001
2017-01-10,1186.35,1120.385,976.3050000000001
2017-01-09,1177.3,1118.905,969.8
2017-01-06,1176.925,1113.135,952.715
2017-01-05,1174.875,1116.4250000000002,954.235
2017-01-04,1165.075,1115.27,948.84
2017-01-03,1149.825,1106.42,937.86
2016-12-29,1146.35,1095.28,936.3399999999999
2016-12-28,1137.175,1092.1950000000002,930.49
2016-12-22,1130.9499999999998,1080.3400000000001,916.75
2016-12-21,1134.025,1088.1,917.1400000000001
2016-12-20,1129.225,1088.12,914.835
2016-12-19,1136.925,1089.1750000000002,915.565
2016-12-16,1133.225,1084.945,911.165
2016-12-15,1129.7,1081.1750000000002,904.0899999999999
2016-12-14,1161.6,1091.905,916.21
2016-12-13,1157.9499999999998,1089.8049999999998,910.9
2016-12-12,1155.25,1089.285,914.725
2016-12-09,1166.25,1101.69,926.2950000000001
2016-12-08,1172.9,1095.18,927.465
2016-12-07,1174.45,1094.29,932.515
2016-12-06,1171.825,1089.68,919.765
2016-12-05,1163.5500000000002,1088.975,914.725
2016-12-02,1172.575,1101.455,928.21
2016-12-01,1165.3,1097.825,925.02
2016-11-30,1182.75,1113.665,949.2149999999999
2016-11-29,1186.925,1119.745,951.1400000000001
2016-11-28,1188.05,1119.615,956.5550000000001
2016-11-25,1187.6,1120.915,954.36
2016-11-24,1186.675,1123.25,951.95
2016-11-23,1199.3,1133.2350000000001,968.675
2016-11-22,1214.9,1143.4,977.145
2016-11-21,1214.6,1143.06,978.85
2016-11-18,1208.55,1139.12,976.21
2016-11-17,1229.375,1147.925,986.8800000000001
2016-11-16,1227.45,1146.44,986.135
2016-11-15,1227.9250000000002,1141.415,989.4
2016-11-14,1218.1,1134.7150000000001,975.51
2016-11-11,1246.0500000000002,1145.804,985.6780000000001
2016-11-10,1274.2,1170.791,1024.8595
2016-11-09,1292.975,1173.4405000000002,1042.7694999999999
2016-11-08,1283.175,1161.3375,1035.1365
2016-11-07,1284.925,1161.8274999999999,1035.712
2016-11-04,1302.25,1172.35,1041.3435
2016-11-03,1297.0,1169.83,1043.045
2016-11-02,1299.8,1171.6999999999998,1058.2930000000001
2016-11-01,1286.4250000000002,1167.4279999999999,1051.1390000000001
2016-10-31,1273.1,1162.9125,1046.2965
2016-10-28,1269.45,1162.9395,1044.0555
2016-10-27,1267.775,1161.4724999999999,1037.673
2016-10-26,1272.2,1164.445,1041.3600000000001
2016-10-25,1269.35,1167.2945,1042.4540000000002
2016-10-24,1266.275,1163.3265000000001,1035.243
2016-10-21,1265.0,1162.599,1036.226
2016-10-20,1270.4250000000002,1158.8825000000002,1037.24
2016-10-19,1269.4,1155.9789999999998,1031.7044999999998
2016-10-18,1259.9250000000002,1145.7730000000001,1027.4095
2016-10-17,1253.75,1140.2224999999999,1030.6455
2016-10-14,1253.95,1138.1475,1026.9850000000001
2016-10-13,1259.525,1142.3255,1031.993
2016-10-12,1256.1,1138.9055,1025.9830000000002
2016-10-11,1254.9250000000002,1131.3755,1021.1945
2016-10-10,1260.8,1129.6129999999998,1017.653
2016-10-07,1256.875,1126.0925,1013.1025
2016-10-06,1260.0,1126.69,993.3064999999999
2016-10-05,1271.7,1134.099,998.921
2016-10-04,1296.225,1161.474,1016.502
2016-10-03,1315.975,1172.335,1023.2325000000001
2016-09-30,1325.2,1183.8045,1021.7315000000001
2016-09-29,1319.475,1176.18,1015.534
2016-09-28,1323.65,1180.4969999999998,1018.2850000000001
2016-09-27,1331.425,1185.6285,1026.3995
2016-09-26,1338.4,1189.903,1034.0465
2016-09-23,1337.275,1192.8485,1030.5735
2016-09-22,1335.775,1188.3020000000001,1020.4615
2016-09-21,1322.85,1186.9275,1018.7275
2016-09-20,1314.6,1175.5805,1012.372
2016-09-19,1314.9499999999998,1176.88,1006.2655
2016-09-16,1311.3,1170.4595,996.8425
2016-09-15,1315.4499999999998,1170.748,995.9884999999999
2016-09-14,1322.475,1177.598,1003.559
2016-09-13,1326.075,1181.0035,1001.7115
2016-09-12,1326.05,1181.113,998.252
2016-09-09,1333.25,1186.1195,1004.5340000000001
2016-09-08,1345.7,1192.9645,1009.339
2016-09-07,1348.55,1199.1305,1008.3779999999999
2016-09-06,1333.65,1193.4805000000001,997.763
2016-09-05,1327.3249999999998,1189.8795,995.8255
2016-09-02,1318.1,1177.519,990.6065
2016-09-01,1307.6,1173.2435,985.4704999999999
2016-08-31,1311.85,1177.057,999.8235
2016-08-30,1318.5,1181.837,1006.873
2016-08-26,1321.825,1171.927,1001.4124999999999
2016-08-25,1322.9,1171.362,1000.7065
2016-08-24,1332.275,1181.924,1005.8715
2016-08-23,1340.25,1183.173,1016.6465000000001
2016-08-22,1335.1,1181.2295,1018.948
2016-08-19,1346.625,1189.5415,1029.2925
2016-08-18,1348.5749999999998,1192.2075,1025.862
2016-08-17,1343.05,1192.2255,1032.3355000000001
2016-08-16,1346.55,1194.996,1037.786
2016-08-15,1339.3000000000002,1198.004,1038.962
2016-08-12,1344.45,1203.4025000000001,1037.371
2016-08-11,1349.775,1209.664,1040.7424999999998
2016-08-10,1349.775,1207.5085,1034.7359999999999
2016-08-09,1336.95,1204.5225,1029.9225000000001
2016-08-08,1333.4,1202.996,1022.0500000000001
2016-08-05,1351.5,1217.5925000000002,1032.1734999999999
2016-08-04,1356.95,1218.5385,1027.5785
2016-08-03,1361.65,1217.0414999999998,1021.9169999999999
2016-08-02,1360.95,1214.51,1025.8135
2016-08-01,1349.25,1208.1185,1022.799
2016-07-29,1337.25,1201.1734999999999,1014.702
2016-07-28,1341.525,1208.513,1018.754
2016-07-27,1324.9,1204.0695,1009.7025
2016-07-26,1322.125,1201.614,1006.401
2016-07-25,1314.075,1196.662,1000.7335
2016-07-22,1321.975,1199.2285,1006.88
2016-07-21,1321.575,1199.8575,1001.027
2016-07-20,1320.75,1200.165,1002.514
2016-07-19,1331.5500000000002,1205.384,1011.3775
2016-07-18,1330.4250000000002,1203.0995,1003.4069999999999
2016-07-15,1328.75,1196.004,996.1595
2016-07-14,1324.65,1192.1185,998.5895
2016-07-13,1341.5,1211.239,1012.3645
2016-07-12,1347.625,1214.0720000000001,1024.4
2016-07-11,1357.675,1229.172,1050.2314999999999
2016-07-08,1355.175,1225.213,1046.534
2016-07-07,1361.9,1228.503,1049.0705
2016-07-06,1368.125,1237.538,1057.902
2016-07-05,1347.75,1209.538,1028.1354999999999
2016-07-04,1349.75,1213.02,1017.3065
2016-07-01,1335.875,1201.2125,1003.5735
2016-06-30,1318.875,1185.6689999999999,979.9925000000001
2016-06-29,1319.625,1189.5705,980.606
2016-06-28,1310.85,1184.8775,981.8295
2016-06-27,1324.5749999999998,1201.4555,999.127
2016-06-24,1314.675,1185.1815,950.71
2016-06-23,1263.95,1110.3805,851.2685
2016-06-22,1264.925,1119.5855000000001,860.0225
2016-06-21,1276.6999999999998,1130.3764999999999,867.124
2016-06-20,1282.525,1130.8665,875.9649999999999
2016-06-17,1287.6,1143.579,901.7065
2016-06-16,1308.875,1168.5065,926.6885
2016-06-15,1282.65,1142.1999999999998,904.2045
2016-06-14,1283.275,1145.0684999999999,907.9185
2016-06-13,1282.4499999999998,1137.726,902.5954999999999
2016-06-10,1271.05,1125.3255,883.1365
2016-06-09,1261.125,1112.3165,872.0675
2016-06-08,1257.7,1104.6305000000002,864.287
2016-06-07,1241.05,1091.9995,851.298
2016-06-06,1242.275,1094.1335,860.462
2016-06-03,1225.75,1090.3135000000002,845.4735000000001
2016-06-02,1213.95,1085.5725,840.7819999999999
2016-06-01,1215.375,1089.158,842.1935000000001
2016-05-31,1211.3,1086.1715,828.104
2016-05-27,1218.75,1091.4485,832.101
2016-05-26,1225.25,1095.4965000000002,834.027
2016-05-25,1220.675,1094.7015000000001,832.0735
2016-05-24,1239.75,1110.007,850.098
2016-05-23,1248.15,1114.7125,860.9639999999999
2016-05-20,1255.35,1118.9665,862.7525
2016-05-19,1250.0,1115.4209999999998,855.6535
2016-05-18,1271.9,1128.0194999999999,877.149
2016-05-17,1273.55,1123.711,880.4694999999999
2016-05-16,1283.375,1133.21,893.335
2016-05-13,1270.525,1122.016,883.379
2016-05-12,1273.775,1116.1635,879.579
2016-05-11,1274.3249999999998,1116.795,883.1455
2016-05-10,1263.8249999999998,1110.2095,875.0675
2016-05-09,1271.5,1116.1195,881.568
2016-05-06,1284.625,1124.5955,886.865
2016-05-05,1278.0,1118.6970000000001,881.7835
2016-05-04,1281.65,1115.953,884.792
2016-05-03,1295.25,1118.774,883.4390000000001
2016-04-29,1280.075,1121.3715000000002,875.9745
