Date,USD (Average),EURO (Average),GBP (Average)
07/11/17,1275.975,1102.57,971.465
06/11/17,1271.25,1096.325,969.77
03/11/17,1271.25,1093.205,973.205
02/11/17,1277.8,1096.355,970.56
01/11/17,1278.15,1098.57,961.74
31/10/17,1272.275,1093.645,961.65
30/10/17,1272.375,1094.495,966.115
27/10/17,1267.125,1091.88,968.21
26/10/17,1275.875,1084.615,967.05
25/10/17,1274,1081.435,964.035
24/10/17,1277.375,1086.47,970.42
23/10/17,1275.075,1085.345,967.08
20/10/17,1280.725,1085.865,973.735
19/10/17,1284.9,1086.7,975.495
18/10/17,1280.425,1089.51,972.805
17/10/17,1287.225,1095.75,974.425
16/10/17,1304.225,1105.595,981.165
13/10/17,1296.75,1094.58,974.31
12/10/17,1292.35,1091.39,979.855
11/10/17,1289.725,1089.755,977.485
10/10/17,1290.5,1094.34,978.325
09/10/17,1280.45,1091.01,974.23
06/10/17,1265,1081.26,969.18
05/10/17,1276.45,1086.895,969.78
04/10/17,1274.9,1084.62,960.765
03/10/17,1270.975,1081.6,959.145
02/10/17,1273.4,1084.68,958.36
29/09/17,1285.025,1089.125,961.585
28/09/17,1283.825,1089.71,958.375
27/09/17,1286.925,1096.84,961.01
26/09/17,1303.475,1104.235,968.675
25/09/17,1294.4,1088.915,957.205
22/09/17,1295.9,1081.82,957.475
21/09/17,1294.725,1086.405,958.355
20/09/17,1313.1,1093.75,968.94
19/09/17,1309.025,1092.055,969.4
18/09/17,1313.25,1098.665,968.785
15/09/17,1323.925,1107.265,975.6
14/09/17,1323.775,1113.095,997
13/09/17,1329.9,1112.325,1003.01
12/09/17,1326.375,1109.98,1000.485
11/09/17,1336.475,1113.68,1013.05
08/09/17,1348.575,1119.855,1023.505
07/09/17,1341.975,1119.205,1026.68
06/09/17,1339,1121.95,1026.145
05/09/17,1333.35,1121.48,1028.875
04/09/17,1333.85,1120.1,1030
01/09/17,1319.4,1111.065,1019.96
31/08/17,1308.775,1102.58,1016.395
30/08/17,1309.55,1097.27,1013.855
29/08/17,1321.025,1096.975,1019.63
25/08/17,1286.175,1088.04,1002.445
24/08/17,1287.45,1091.24,1004.47
23/08/17,1286.55,1090.865,1004.99
22/08/17,1284.65,1092.34,1001.13
21/08/17,1290.25,1096.06,1001.105
18/08/17,1295.525,1102.625,1005.135
17/08/17,1285.525,1095.91,997.44
16/08/17,1271.45,1084.925,987.41
15/08/17,1272.45,1084.695,987.415
14/08/17,1281.7,1086.565,987.995
11/08/17,1287.2,1093.09,992.625
10/08/17,1281.65,1092.735,986.42
09/08/17,1269.5,1082.445,977.07
08/08/17,1261.625,1068.22,969.18
07/08/17,1257.775,1066.34,964.465
04/08/17,1263.5,1067.89,964.35
03/08/17,1264.95,1067.43,959.67
02/08/17,1268.125,1071.06,958.26
01/08/17,1269,1073.76,959.3
31/07/17,1266.95,1078.81,965.54
28/07/17,1262.25,1076.76,964.045
27/07/17,1261.575,1077.005,960.5
26/07/17,1246.75,1072.08,957.005
25/07/17,1253.2,1073.615,960.575
24/07/17,1255.7,1078.265,963.125
21/07/17,1247.9,1071.635,960.325
20/07/17,1237.625,1072.96,954.335
19/07/17,1241,1076.51,952.655
18/07/17,1238.925,1071.54,950.625
17/07/17,1231.975,1074.96,942.4
14/07/17,1224.625,1070.8,941.045
13/07/17,1220.15,1070.195,943.42
12/07/17,1219.1,1066.465,947.61
11/07/17,1211.475,1062.645,940.285
10/07/17,1209.725,1061.895,940.38
07/07/17,1218.025,1068.025,944.09
06/07/17,1224.6,1076.12,946.555
05/07/17,1221.1,1077.805,945.375
04/07/17,1224,1078.65,946.825
03/07/17,1232.225,1083.43,950.965
30/06/17,1242.75,1089.025,957.355
29/06/17,1245.05,1091.535,958.75
28/06/17,1249.8,1100.075,969.855
27/06/17,1249.975,1109.17,979.415
26/06/17,1243.05,1110.23,976.605
23/06/17,1256,1123.745,987.405
22/06/17,1251.1,1120.485,988.31
21/06/17,1244.775,1117.185,984.625
20/06/17,1244.35,1116.305,983.215
19/06/17,1249.625,1117.285,977.64
16/06/17,1256,1123.555,983.57
15/06/17,1257.4,1126.69,988.32
14/06/17,1271.875,1131.2,996.765
13/06/17,1261.65,1125.645,992.095
12/06/17,1267.825,1130.645,999.11
09/06/17,1270.4,1136.12,998.095
08/06/17,1278.95,1139.345,988.94
07/06/17,1291.85,1146.32,998.925
06/06/17,1290.675,1146.375,1000.34
05/06/17,1280.325,1137.315,991.035
02/06/17,1267.95,1127.315,985.705
01/06/17,1265.5,1127.115,982.785
31/05/17,1265,1128.31,986.005
30/05/17,1262.75,1129.91,981.725
26/05/17,1265.025,1130.36,986.025
25/05/17,1257.025,1120.195,970.05
24/05/17,1251.95,1119.49,965.19
23/05/17,1260.05,1120.94,970.05
22/05/17,1257.05,1120.525,966.985
19/05/17,1251.925,1120.345,961.73
18/05/17,1258.625,1132.13,966.31
17/05/17,1251,1125.95,966.145
16/05/17,1234.125,1116.515,957.99
15/05/17,1232.4,1123.89,953.815
12/05/17,1229.575,1128.505,955.195
11/05/17,1222.075,1124.185,947.965
10/05/17,1222.95,1124.99,945.095
09/05/17,1222.775,1122.205,946.245
08/05/17,1229.75,1123.62,949.55
05/05/17,1233.725,1124.11,953.055
04/05/17,1232.15,1127.11,954.855
03/05/17,1252.125,1147.635,969.58
02/05/17,1255.625,1150.595,973.235
28/04/17,1266,1158.325,979.065
27/04/17,1263.55,1161.9,980.2
26/04/17,1263.4,1159.675,985.39
25/04/17,1269.15,1164.445,990.19
24/04/17,1270.6,1168.825,992.145
21/04/17,1281.675,1197.985,1001.755
20/04/17,1281,1189.47,998.73
19/04/17,1280.55,1195.52,998.7
18/04/17,1281.975,1201.215,1014.64
13/04/17,1285.125,1208.98,1025.595
12/04/17,1273.3,1200.09,1018.955
11/04/17,1254.3,1182.18,1009.275
10/04/17,1251.825,1182.035,1008.785
07/04/17,1265.375,1190.21,1019.765
06/04/17,1253.125,1175.245,1004.38
05/04/17,1249.15,1170.955,1000.76
04/04/17,1258.15,1181.085,1010.795
03/04/17,1246.75,1169.075,997.4
31/03/17,1243.275,1163.455,997.54
30/03/17,1249.85,1164.3,1001.945
29/03/17,1252,1162.23,1006.795
28/03/17,1255.45,1155.705,998.9
27/03/17,1257.225,1156.71,999.555
24/03/17,1245.75,1153.065,997.91
23/03/17,1247.7,1157.18,997.165
22/03/17,1247.575,1154.69,1001.43
21/03/17,1236.825,1144.865,993.045
20/03/17,1232.7,1146.35,994.54
17/03/17,1229.175,1142.4,993.05
16/03/17,1227.475,1143.945,996.58
15/03/17,1200.525,1130.055,984.555
14/03/17,1204.075,1131.65,992.16
13/03/17,1206,1130.565,987.415
10/03/17,1199.6,1129.12,986.25
09/03/17,1205.575,1139.995,991.105
08/03/17,1211.25,1147.42,995.77
07/03/17,1220.175,1154.71,1001.275
06/03/17,1231.05,1161.99,1004.415
03/03/17,1227.625,1164.835,1003.465
02/03/17,1240.7,1179.595,1011.235
01/03/17,1243.225,1179.76,1007.75
28/02/17,1253.75,1182.475,1008.2
27/02/17,1256.725,1186.725,1011.665
24/02/17,1254.5,1185.38,1001.34
23/02/17,1242.625,1176.26,995.335
22/02/17,1237.075,1177.445,993.31
21/02/17,1230.95,1168.235,990.24
20/02/17,1236.325,1164.065,991.655
17/02/17,1241.675,1165.935,1000.17
16/02/17,1238.65,1163.525,990.365
15/02/17,1224.775,1160.535,985.64
14/02/17,1230.2,1158.79,987.235
13/02/17,1225.825,1154.295,980.165
10/02/17,1227.025,1153.715,983.155
09/02/17,1239.275,1160.515,987.575
08/02/17,1238.85,1160.795,990.955
07/02/17,1231,1153.94,994.585
06/02/17,1224.3,1141.295,981.955
03/02/17,1214.125,1128.59,972.515
02/02/17,1223,1130.725,969.71
01/02/17,1206.825,1121.255,955.93
31/01/17,1205.8,1121.185,965.94
30/01/17,1191.325,1115.68,951.395
27/01/17,1184.525,1107.77,943.535
26/01/17,1190.625,1112.4,945.415
25/01/17,1199.25,1116.74,953.405
24/01/17,1215.05,1130.055,973.135
23/01/17,1213.3,1130.37,973.67
20/01/17,1199.825,1126.635,975.28
19/01/17,1199.7,1129.265,974.635
18/01/17,1213.625,1135.895,985.825
17/01/17,1216.775,1138.355,992.53
16/01/17,1202.875,1135.095,997.185
13/01/17,1193.35,1122.875,980.205
12/01/17,1205.85,1132.595,982.53
11/01/17,1183.05,1126.905,976.66
10/01/17,1186.35,1120.385,976.305
09/01/17,1177.3,1118.905,969.8
06/01/17,1176.925,1113.135,952.715
05/01/17,1174.875,1116.425,954.235
04/01/17,1165.075,1115.27,948.84
03/01/17,1149.825,1106.42,937.86
29/12/16,1146.35,1095.28,936.34
28/12/16,1137.175,1092.195,930.49
22/12/16,1130.95,1080.34,916.75
21/12/16,1134.025,1088.1,917.14
20/12/16,1129.225,1088.12,914.835
19/12/16,1136.925,1089.175,915.565
16/12/16,1133.225,1084.945,911.165
15/12/16,1129.7,1081.175,904.09
14/12/16,1161.6,1091.905,916.21
13/12/16,1157.95,1089.805,910.9
12/12/16,1155.25,1089.285,914.725
09/12/16,1166.25,1101.69,926.295
08/12/16,1172.9,1095.18,927.465
07/12/16,1174.45,1094.29,932.515
06/12/16,1171.825,1089.68,919.765
05/12/16,1163.55,1088.975,914.725
02/12/16,1172.575,1101.455,928.21
01/12/16,1165.3,1097.825,925.02
30/11/16,1182.75,1113.665,949.215
29/11/16,1186.925,1119.745,951.14
28/11/16,1188.05,1119.615,956.555
25/11/16,1187.6,1120.915,954.36
24/11/16,1186.675,1123.25,951.95
23/11/16,1199.3,1133.235,968.675
22/11/16,1214.9,1143.4,977.145
21/11/16,1214.6,1143.06,978.85
18/11/16,1208.55,1139.12,976.21
17/11/16,1229.375,1147.925,986.88
16/11/16,1227.45,1146.44,986.135
15/11/16,1227.925,1141.415,989.4
14/11/16,1218.1,1134.715,975.51
11/11/16,1246.05,1145.804,985.678
10/11/16,1274.2,1170.791,1024.8595
09/11/16,1292.975,1173.4405,1042.7695
08/11/16,1283.175,1161.3375,1035.1365
07/11/16,1284.925,1161.8275,1035.712
04/11/16,1302.25,1172.35,1041.3435
03/11/16,1297,1169.83,1043.045
02/11/16,1299.8,1171.7,1058.293
01/11/16,1286.425,1167.428,1051.139
31/10/16,1273.1,1162.9125,1046.2965
28/10/16,1269.45,1162.9395,1044.0555
27/10/16,1267.775,1161.4725,1037.673
26/10/16,1272.2,1164.445,1041.36
25/10/16,1269.35,1167.2945,1042.454
24/10/16,1266.275,1163.3265,1035.243
21/10/16,1265,1162.599,1036.226
20/10/16,1270.425,1158.8825,1037.24
19/10/16,1269.4,1155.979,1031.7045
18/10/16,1259.925,1145.773,1027.4095
17/10/16,1253.75,1140.2225,1030.6455
14/10/16,1253.95,1138.1475,1026.985
13/10/16,1259.525,1142.3255,1031.993
12/10/16,1256.1,1138.9055,1025.983
11/10/16,1254.925,1131.3755,1021.1945
10/10/16,1260.8,1129.613,1017.653
07/10/16,1256.875,1126.0925,1013.1025
06/10/16,1260,1126.69,993.3065
05/10/16,1271.7,1134.099,998.921
04/10/16,1296.225,1161.474,1016.502
03/10/16,1315.975,1172.335,1023.2325
30/09/16,1325.2,1183.8045,1021.7315
29/09/16,1319.475,1176.18,1015.534
28/09/16,1323.65,1180.497,1018.285
27/09/16,1331.425,1185.6285,1026.3995
26/09/16,1338.4,1189.903,1034.0465
23/09/16,1337.275,1192.8485,1030.5735
22/09/16,1335.775,1188.302,1020.4615
21/09/16,1322.85,1186.9275,1018.7275
20/09/16,1314.6,1175.5805,1012.372
19/09/16,1314.95,1176.88,1006.2655
16/09/16,1311.3,1170.4595,996.8425
15/09/16,1315.45,1170.748,995.9885
14/09/16,1322.475,1177.598,1003.559
13/09/16,1326.075,1181.0035,1001.7115
12/09/16,1326.05,1181.113,998.252
09/09/16,1333.25,1186.1195,1004.534
08/09/16,1345.7,1192.9645,1009.339
07/09/16,1348.55,1199.1305,1008.378
06/09/16,1333.65,1193.4805,997.763
05/09/16,1327.325,1189.8795,995.8255
02/09/16,1318.1,1177.519,990.6065
01/09/16,1307.6,1173.2435,985.4705
31/08/16,1311.85,1177.057,999.8235
30/08/16,1318.5,1181.837,1006.873
26/08/16,1321.825,1171.927,1001.4125
25/08/16,1322.9,1171.362,1000.7065
24/08/16,1332.275,1181.924,1005.8715
23/08/16,1340.25,1183.173,1016.6465
22/08/16,1335.1,1181.2295,1018.948
19/08/16,1346.625,1189.5415,1029.2925
18/08/16,1348.575,1192.2075,1025.862
17/08/16,1343.05,1192.2255,1032.3355
16/08/16,1346.55,1194.996,1037.786
15/08/16,1339.3,1198.004,1038.962
12/08/16,1344.45,1203.4025,1037.371
11/08/16,1349.775,1209.664,1040.7425
10/08/16,1349.775,1207.5085,1034.736
09/08/16,1336.95,1204.5225,1029.9225
08/08/16,1333.4,1202.996,1022.05
05/08/16,1351.5,1217.5925,1032.1735
04/08/16,1356.95,1218.5385,1027.5785
03/08/16,1361.65,1217.0415,1021.917
02/08/16,1360.95,1214.51,1025.8135
01/08/16,1349.25,1208.1185,1022.799
29/07/16,1337.25,1201.1735,1014.702
28/07/16,1341.525,1208.513,1018.754
27/07/16,1324.9,1204.0695,1009.7025
26/07/16,1322.125,1201.614,1006.401
25/07/16,1314.075,1196.662,1000.7335
22/07/16,1321.975,1199.2285,1006.88
21/07/16,1321.575,1199.8575,1001.027
20/07/16,1320.75,1200.165,1002.514
19/07/16,1331.55,1205.384,1011.3775
18/07/16,1330.425,1203.0995,1003.407
15/07/16,1328.75,1196.004,996.1595
14/07/16,1324.65,1192.1185,998.5895
13/07/16,1341.5,1211.239,1012.3645
12/07/16,1347.625,1214.072,1024.4
11/07/16,1357.675,1229.172,1050.2315
08/07/16,1355.175,1225.213,1046.534
07/07/16,1361.9,1228.503,1049.0705
06/07/16,1368.125,1237.538,1057.902
05/07/16,1347.75,1209.538,1028.1355
04/07/16,1349.75,1213.02,1017.3065
01/07/16,1335.875,1201.2125,1003.5735
30/06/16,1318.875,1185.669,979.9925
29/06/16,1319.625,1189.5705,980.606
28/06/16,1310.85,1184.8775,981.8295
27/06/16,1324.575,1201.4555,999.127
24/06/16,1314.675,1185.1815,950.71
23/06/16,1263.95,1110.3805,851.2685
22/06/16,1264.925,1119.5855,860.0225
21/06/16,1276.7,1130.3765,867.124
20/06/16,1282.525,1130.8665,875.965
17/06/16,1287.6,1143.579,901.7065
16/06/16,1308.875,1168.5065,926.6885
15/06/16,1282.65,1142.2,904.2045
14/06/16,1283.275,1145.0685,907.9185
13/06/16,1282.45,1137.726,902.5955
10/06/16,1271.05,1125.3255,883.1365
09/06/16,1261.125,1112.3165,872.0675
08/06/16,1257.7,1104.6305,864.287
07/06/16,1241.05,1091.9995,851.298
06/06/16,1242.275,1094.1335,860.462
03/06/16,1225.75,1090.3135,845.4735
02/06/16,1213.95,1085.5725,840.782
01/06/16,1215.375,1089.158,842.1935
31/05/16,1211.3,1086.1715,828.104
27/05/16,1218.75,1091.4485,832.101
26/05/16,1225.25,1095.4965,834.027
25/05/16,1220.675,1094.7015,832.0735
24/05/16,1239.75,1110.007,850.098
23/05/16,1248.15,1114.7125,860.964
20/05/16,1255.35,1118.9665,862.7525
19/05/16,1250,1115.421,855.6535
18/05/16,1271.9,1128.0195,877.149
17/05/16,1273.55,1123.711,880.4695
16/05/16,1283.375,1133.21,893.335
13/05/16,1270.525,1122.016,883.379
12/05/16,1273.775,1116.1635,879.579
11/05/16,1274.325,1116.795,883.1455
10/05/16,1263.825,1110.2095,875.0675
09/05/16,1271.5,1116.1195,881.568
06/05/16,1284.625,1124.5955,886.865
05/05/16,1278,1118.697,881.7835
04/05/16,1281.65,1115.953,884.792
03/05/16,1295.25,1118.774,883.439
29/04/16,1280.075,1121.3715,875.9745
28/04/16,1256.3,1107.238,862.0895
27/04/16,1246.075,1101.605,854.7395
26/04/16,1238.1,1094.744,848.0275
25/04/16,1234.875,1097.183,854.7245
22/04/16,1244.325,1104.846,865.6415
21/04/16,1253.45,1109.63,874.1375
20/04/16,1249.875,1100.9595,868.5285
19/04/16,1248.55,1099.1325,868.88
18/04/16,1236,1093.374,870.476
15/04/16,1228.425,1089.2795,866.526
14/04/16,1237.075,1097.433,873.9
13/04/16,1245.75,1102.5245,876.108
12/04/16,1256.9,1102.8345,880.773
11/04/16,1251,1096.157,878.801
08/04/16,1237.25,1086.398,878.2565
07/04/16,1239.8,1089.607,879.955
06/04/16,1223.575,1076.0965,867.8025
05/04/16,1231.375,1084.5735,869.0105
04/04/16,1217.375,1069.145,853.9675
01/04/16,1222.85,1074.0675,858.0215
31/03/16,1235.3,1085.1775,859.1755
30/03/16,1237.225,1092.6525,858.342
29/03/16,1221.225,1091.04,855.8425
24/03/16,1218.725,1091.517,862.979
23/03/16,1224.9,1095.3645,866.1165
22/03/16,1252.15,1116.47,878.519
21/03/16,1244.575,1105.254,864.91
18/03/16,1253.3,1110.7625,866.3995
17/03/16,1268.05,1119.6715,879.296
16/03/16,1230.8,1111.061,873.3685
15/03/16,1232.8,1111.7825,870.421
14/03/16,1249.65,1125.0265,871.8875
11/03/16,1263.5,1135.818,882.4385
10/03/16,1256.875,1141.3835,883.5185
09/03/16,1252.325,1141.687,880.7965
08/03/16,1270.55,1151.5345,893.7105
07/03/16,1267.75,1157.507,895.952
04/03/16,1274.5,1158.007,898.576
03/03/16,1246.1,1142.517,883.3615
02/03/16,1234.275,1137.404,882.4095
01/03/16,1238.25,1141.1385,887.0375
29/02/16,1234.525,1132.5755,889.7685
26/02/16,1228.75,1119.0475,880.5995
25/02/16,1235.7,1121.731,888.022
24/02/16,1241.5,1128.71,891.2065
23/02/16,1220.05,1108.172,865.319
22/02/16,1207.325,1094.088,853.797
19/02/16,1226.325,1104.854,858.057
18/02/16,1207.25,1086.538,841.826
17/02/16,1206.2,1084.323,843.83
16/02/16,1210.75,1084.604,842.109
15/02/16,1208.325,1081.791,834.7985
12/02/16,1239.625,1099.5435,854.508
11/02/16,1232.125,1088.3265,852.988
10/02/16,1186.7,1055.9265,819.4755
09/02/16,1189.95,1059.6245,823.91
08/02/16,1183.325,1060.9645,819.6885
05/02/16,1154.425,1034.8925,795.7275
04/02/16,1151.3,1029.343,786.9255
03/02/16,1131,1030.399,778.9345
02/02/16,1126.05,1031.0385,781.3815
01/02/16,1124.25,1032.938,785.639
29/01/16,1112.35,1022.7895,778.6345
28/01/16,1116.5,1022.9305,779.2855
27/01/16,1116.375,1026.3165,781.064
26/01/16,1114.15,1028.193,782.667
25/01/16,1105.15,1020.829,774.769
22/01/16,1096.95,1012.9985,766.905
21/01/16,1096.65,1009.862,775.91
20/01/16,1097.475,1005.021,773.877
19/01/16,1086.625,998.3935,763.419
18/01/16,1089.825,1000.3445,763.2095
15/01/16,1087.425,994.5725,757.5235
14/01/16,1089.575,997.688,757.0465
13/01/16,1084.975,1001.591,751.6295
12/01/16,1090.125,1004.6525,755.323
11/01/16,1102.725,1012.388,756.898
08/01/16,1099.65,1011.58,753.354
07/01/16,1101.175,1014.379,755.283
06/01/16,1087.625,1012.4885,742.7645
05/01/16,1077.5,1002.0715,734.4095
04/01/16,1077.475,990.3585,729.9875
30/12/15,1063.9,973.9965,717.642
29/12/15,1068.675,975.9835,720.573
23/12/15,1069.875,979.9165,719.337
22/12/15,1075.95,982.518,723.921
21/12/15,1074.95,988.457,721.393
18/12/15,1058.875,977.1585,709.858
17/12/15,1057.625,975.0845,708.4545
16/12/15,1070.5,979.7495,713.059
15/12/15,1065.325,969.181,703.4615
14/12/15,1068.125,972.7045,704.5225
11/12/15,1069.85,975.005,704.846
10/12/15,1071.5,978.2495,705.956
09/12/15,1079.7,985.218,714.6205
08/12/15,1071.925,987.246,715.2605
07/12/15,1079.25,997.968,716.0865
04/12/15,1071.125,981.859,707.7825
03/12/15,1053.025,985.171,702.417
02/12/15,1061.15,1002.9505,707.057
01/12/15,1067.325,1005.8245,707.552
30/11/15,1058.775,1000.9685,704.387
27/11/15,1061.025,1002.645,704.914
26/11/15,1070.75,1008.9285,709.3775
25/11/15,1070.1,1010.302,709.651
24/11/15,1074.7,1009.8425,711.8075
23/11/15,1069.425,1005.985,705.4835
20/11/15,1083.45,1013.493,709.331
19/11/15,1077.85,1007.2265,705.397
18/11/15,1069.125,1002.1435,702.2455
17/11/15,1080,1012.4925,709.692
16/11/15,1089.625,1016.5455,716.887
13/11/15,1082.625,1007.646,711.434
12/11/15,1087.5,1010.885,715.051
11/11/15,1087.25,1011.6785,716.6535
10/11/15,1089.8,1017.3875,721.388
09/11/15,1092.6,1015.8045,724.1035
06/11/15,1098.3,1016.1525,726.92
05/11/15,1106.8,1018.825,722.669
04/11/15,1116.35,1024.245,724.867
03/11/15,1127,1028.2115,732.4465
02/11/15,1134.9,1029.3425,733.542
30/10/15,1145.05,1037.9925,745.056
29/10/15,1153.8,1052.7365,755.1825
28/10/15,1175.55,1062.0905,767.7795
27/10/15,1165.725,1055.122,760.832
26/10/15,1167.45,1057.5455,760.58
23/10/15,1166.4,1053.3995,758.729
22/10/15,1166.725,1038.124,755.6175
21/10/15,1170.75,1031.6575,757.791
20/10/15,1175.725,1035.3125,759.3285
19/10/15,1173.525,1035.4275,758.5805
16/10/15,1178.6,1036.929,762.663
15/10/15,1183.8,1037.2465,765.559
14/10/15,1173.8,1028.251,763.091
13/10/15,1159.8,1019.649,761.465
12/10/15,1164.55,1023.0175,758.4175
09/10/15,1151.525,1015.3435,750.23
08/10/15,1141.65,1012.71,745.7385
07/10/15,1146.25,1019.9315,749.122
06/10/15,1142.2,1018.7505,752.163
05/10/15,1137.05,1011.3525,748.751
02/10/15,1123.525,1000.1665,740.165
01/10/15,1116.6,998.926,736.4455
30/09/15,1118.25,998.4115,736.8285
29/09/15,1128.35,1004.5405,744.173
28/09/15,1134.275,1014.351,746.0235
25/09/15,1146.075,1026.6975,753.5895
24/09/15,1144.475,1018.972,749.742
23/09/15,1127.975,1011.273,738.3435
22/09/15,1126.1,1008.3705,729.6935
21/09/15,1135.05,1007.4335,731.559
18/09/15,1138.75,996.4415,728.5685
17/09/15,1117.825,987.3035,719.7385
16/09/15,1113.675,989.139,721.243
15/09/15,1105.725,977.588,717.7605
14/09/15,1106.4,977.212,717.3705
11/09/15,1103.3,977.4985,714.8965
10/09/15,1108.625,989.4245,719.9685
09/09/15,1116.075,999.2535,726.0695
08/09/15,1121,1003.334,728.869
07/09/15,1120.25,1003.7405,733.821
04/09/15,1121.625,1007.9055,736.8915
03/09/15,1129.025,1009.79,739.435
02/09/15,1138.875,1011.4805,745.0945
01/09/15,1142.1,1012.792,744.294
28/08/15,1130.25,1004.3885,734.8035
27/08/15,1123.75,996.67,727.39
26/08/15,1127.575,987.3815,722.0575
25/08/15,1145.875,995.729,726.4375
24/08/15,1160,1002.9435,736.982
21/08/15,1152.925,1022.5475,734.9085
20/08/15,1142.825,1023.76,730.7735
19/08/15,1124.675,1019.166,718.1955
18/08/15,1115.3,1009.0445,711.2335
17/08/15,1118.05,1007.776,715.2325
14/08/15,1117.5,1002.8495,715.12
13/08/15,1117.05,1005.039,716.104
12/08/15,1117.9,1002.042,716.9475
11/08/15,1110.75,1005.2545,712.441
10/08/15,1095.9,999.179,707.1245
07/08/15,1092.425,1002.232,705.6395
06/08/15,1087.375,997.225,698.4025
05/08/15,1085.8,998.9885,696.34
04/08/15,1091.625,995.509,699.884
03/08/15,1092.45,995.648,699.683
31/07/15,1089.225,987.8105,697.896
30/07/15,1086.575,992.265,695.731
29/07/15,1093.5,989.5455,698.504
28/07/15,1095.9,990.9585,702.1625
27/07/15,1099.3,991.5005,707.459
24/07/15,1082.275,987.907,698.659
23/07/15,1099.525,1000.9125,705.5805
22/07/15,1092.7,1000.9815,699.508
21/07/15,1106.8,1017.7545,711.071
20/07/15,1109.8,1023.733,713.6085
17/07/15,1137.9,1046.773,729.139
16/07/15,1144.75,1049.3875,732.8045
15/07/15,1151.075,1047.3115,737.524
14/07/15,1155.3,1047.819,744.1465
13/07/15,1154.475,1043.712,742.1185
10/07/15,1160.85,1038.6785,748.551
09/07/15,1163.175,1053.101,755.4555
08/07/15,1156.375,1047.988,751.799
07/07/15,1161.25,1059.7245,750.4855
06/07/15,1165.125,1054.579,748.807
03/07/15,1168.1,1051.6555,747.8235
02/07/15,1164.775,1050.767,745.814
01/07/15,1169.85,1054.2065,747.842
30/06/15,1173,1049.5995,745.2955
29/06/15,1176.25,1058.7345,748.4535
26/06/15,1172.45,1047.11,744.779
25/06/15,1173.625,1050.414,746.7395
24/06/15,1174.75,1049.095,745.176
23/06/15,1180.675,1053.922,748.802
22/06/15,1189.6,1047.648,750.5705
19/06/15,1200.775,1059.7945,756.536
18/06/15,1199.925,1052.474,754.304
17/06/15,1178.25,1045.66,748.868
16/06/15,1179.925,1048.449,756.104
15/06/15,1179.825,1050.39,760.3675
12/06/15,1181.025,1054.771,762.3575
11/06/15,1179.5,1049.5175,762.0385
10/06/15,1187.25,1049.5255,766.614
09/06/15,1179.2,1046.5495,770.6195
08/06/15,1173.1,1050.4425,768.705
05/06/15,1170.25,1047.264,766.41
04/06/15,1179.225,1041.9485,765.592
03/06/15,1188.3,1063.2805,777.1815
02/06/15,1190.775,1077.06,779.133
01/06/15,1193.6,1092.9605,784.217
29/05/15,1190.9,1083.2525,778.5695
28/05/15,1187.225,1087.44,775.7925
27/05/15,1186.85,1090.109,772.001
26/05/15,1189.7,1091.431,772.9065
22/05/15,1207.55,1088.0255,774.6185
21/05/15,1207.3,1083.3745,770.6755
20/05/15,1208.625,1087.763,777.6505
19/05/15,1216.975,1089.417,783.9245
18/05/15,1225.825,1078.976,782.4815
15/05/15,1218.4,1072.393,773.771
14/05/15,1219.875,1069.216,772.4345
13/05/15,1201.75,1065.2385,766.178
12/05/15,1187.975,1054.984,758.292
11/05/15,1187,1064.073,766.427
08/05/15,1185.625,1055.226,768.5155
07/05/15,1185,1046.5395,779.3715
06/05/15,1192.75,1058.53,784.0645
05/05/15,1192.2,1073.385,787.5255
01/05/15,1177.475,1046.825,772.39
30/04/15,1192.275,1067.85,774.075
29/04/15,1206.9,1093.625,784.1
28/04/15,1205.2,1101.855,788.68
27/04/15,1191.375,1097.225,785.925
24/04/15,1187.575,1095.72,785.165
23/04/15,1186.75,1104.845,791.155
22/04/15,1195.825,1111.15,795.35
21/04/15,1196.5,1119.23,803.685
20/04/15,1199.875,1117.38,804.68
17/04/15,1203.95,1115.055,802.06
16/04/15,1204.475,1127.13,809.695
15/04/15,1191.375,1122.275,807.615
14/04/15,1193.1,1123.46,811.235
13/04/15,1198.375,1134.625,819.59
10/04/15,1204.625,1135.645,822.495
09/04/15,1195.4,1113.835,808.645
08/04/15,1209.175,1113.305,809.195
07/04/15,1209.75,1114.1,813.325
02/04/15,1200,1106.795,809.93
01/04/15,1189.125,1106.235,804.955
31/03/15,1183.125,1102.53,800.37
30/03/15,1186.45,1095.055,801.31
27/03/15,1196.875,1102.92,803.705
26/03/15,1206.275,1098.97,810.073
25/03/15,1194.075,1089.685,802.2545
24/03/15,1192.375,1088.64,799.985
23/03/15,1183.825,1085.88,793.049
20/03/15,1177.425,1096.565,795.0325
19/03/15,1165,1092.974,785.4575
18/03/15,1148.125,1080.894,782.848
17/03/15,1152.75,1085.9375,780.863
16/03/15,1153.875,1093.2855,780.488
13/03/15,1154.25,1093.6715,780.959
12/03/15,1156.75,1089.3025,772.812
11/03/15,1154.375,1092.2265,769.8415
10/03/15,1161.5,1080.6675,770.5065
09/03/15,1171.125,1077.5395,775.3225
06/03/15,1186.125,1086.772,783.8375
05/03/15,1200.875,1087.503,787.5365
04/03/15,1201.875,1082.4775,784.7695
03/03/15,1210.25,1082.246,787.0255
02/03/15,1214.625,1083.1325,788.9475
